Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nauru,NRU,..,46.8506698608398,..,77.0186309814453,..,..,86.3603668212891,77.8472213745117,..,89.922981262207,88.4923095703125,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nepal,NPL,31.9215698242188,34.1563682556152,68.9282531738281,71.8179016113281,73.9423522949219,..,79.3168182373047,84.5885009765625,83.5162189990173,83.9228076897993,89.5513635551859,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,New Caledonia,NCL,76.4958419799805,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,New Zealand,NZL,89.4674987792969,112.153717041016,114.889991760254,113.687911987305,112.943313598633,112.411079406738,120.266319274902,116.893188476562,117.595428466797,114.774932861328,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Pakistan,PAK,20.7386207580566,..,35.1742522238373,36.3533679861146,35.8526761779574,37.7495130334641,39.6166540049859,..,41.8552345316015,42.3586853238267,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Palau,PLW,..,92.1920471191406,..,..,..,..,..,150.818542480469,97.3541412353516,85.6853477380149,93.8885157824043,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Papua New Guinea,PNG,12.7669897079468,..,..,..,..,44.4107818603516,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Philippines,PHL,71.8003082275391,..,86.6409470884308,87.1297234985317,84.5040588378906,82.0352410959823,87.5707840643522,89.2450874983032,87.131517608917,93.6653339656569,92.8650157810305,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Samoa,WSM,..,77.4985733032227,84.0876006857956,84.4522508456935,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Singapore,SGP,..,..,107.781350482315,107.859008789062,107.574600219727,105.844299316406,104.714958190918,103.199592590332,103.041877746582,103.041313171387,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Solomon Islands,SLB,14.3241996765137,19.8136806488037,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sri Lanka,LKA,83.6178817749023,..,94.7927594875058,94.2089904664881,94.2680581739545,96.1318757373846,..,..,91.0135559713595,89.4825170896809,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Thailand,THA,29.9830093383789,..,126.035987854004,124.44612121582,109.502639199535,109.732723814478,109.378743181915,108.779183101525,102.941030468274,101.874933807375,109.854930019435,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Timor-Leste,TLS,..,..,73.0578437687153,77.5467614778173,81.1481134578215,83.1018888853337,85.3166561114629,85.2118561659316,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tonga,TON,91.0207366943359,100.165519714355,103.261224756552,..,..,..,96.0933090863485,90.4639980016237,100.286051862446,96.996718063038,98.5568917668825,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tuvalu,TUV,80.8538208007812,..,88.8352890014648,79.3079071044922,..,80.4283599853516,81.1111068725586,77.3861999511719,90.0071868896484,91.3165283203125,85.1700668334961,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Vanuatu,VUT,..,34.1127281188965,53.3900909423828,..,..,..,..,54.3274688720703,57.8640899658203,75.422961043339,117.083997498033,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Viet Nam,VNM,35.3092803955078,..,88.1982830183815,88.6387881692606,88.9568529473604,90.6353109471527,93.1537784411482,93.7899476841572,96.0667428497231,97.2494761123623,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 04/15/2025,,,,,,,,,,,,,,,
